superfamily,locus,gene model confidence,inferred-by-rule,classification
AP2/EREBP,TraesCS3B02G065100,high,t,TF
AP2/EREBP,TraesCS3B02G115400,high,t,TF
AP2/EREBP,TraesCS3B02G158000,high,t,TF
AP2/EREBP,TraesCS3B02G158800,high,t,TF
AP2/EREBP,TraesCS3B02G176200,high,t,TF
AP2/EREBP,TraesCS3B02G266800,high,t,TF
AP2/EREBP,TraesCS3B02G293000,high,t,TF
AP2/EREBP,TraesCS3B02G326000,high,t,TF
AP2/EREBP,TraesCS3B02G357500,high,t,TF
AP2/EREBP,TraesCS3B02G357600,high,t,TF
AP2/EREBP,TraesCS3B02G368400,high,t,TF
AP2/EREBP,TraesCS3B02G412500,high,t,TF
AP2/EREBP,TraesCS3B02G427300,high,t,TF
AP2/EREBP,TraesCS3B02G437900,high,t,TF
AP2/EREBP,TraesCS3D02G052300,high,t,TF
AP2/EREBP,TraesCS3D02G052400,high,t,TF
AP2/EREBP,TraesCS3D02G099500,high,t,TF
AP2/EREBP,TraesCS3D02G140500,high,t,TF
AP2/EREBP,TraesCS3D02G141200,high,t,TF
AP2/EREBP,TraesCS3D02G157100,high,t,TF
AP2/EREBP,TraesCS3D02G238600,high,t,TF
AP2/EREBP,TraesCS3D02G260100,high,t,TF
AP2/EREBP,TraesCS3D02G291100,high,t,TF
AP2/EREBP,TraesCS3D02G321500,high,t,TF
AP2/EREBP,TraesCS3D02G321700,high,t,TF
AP2/EREBP,TraesCS3D02G330400,high,t,TF
AP2/EREBP,TraesCS3D02G372900,high,t,TF
AP2/EREBP,TraesCS3D02G389100,high,t,TF
AP2/EREBP,TraesCS3D02G399600,high,t,TF
AP2/EREBP,TraesCS4A02G001300,high,t,TF
AP2/EREBP,TraesCS4A02G001400,high,t,TF
AP2/EREBP,TraesCS4A02G005400,high,t,TF
AP2/EREBP,TraesCS4A02G005500,high,t,TF
AP2/EREBP,TraesCS4A02G005600,high,t,TF
AP2/EREBP,TraesCS4A02G011600,high,t,TF
AP2/EREBP,TraesCS4A02G013600,high,t,TF
AP2/EREBP,TraesCS4A02G035400,high,t,TF
AP2/EREBP,TraesCS4A02G060400,high,t,TF
AP2/EREBP,TraesCS4A02G088400,high,t,TF
AP2/EREBP,TraesCS4A02G123800,high,t,TF
AP2/EREBP,TraesCS4A02G181300,high,t,TF
AP2/EREBP,TraesCS4A02G193100,high,t,TF
AP2/EREBP,TraesCS4A02G227400,high,t,TF
AP2/EREBP,TraesCS4A02G236300,high,t,TF
AP2/EREBP,TraesCS4A02G259200,high,t,TF
AP2/EREBP,TraesCS4A02G314500,high,t,TF
AP2/EREBP,TraesCS4A02G314600,high,t,TF
AP2/EREBP,TraesCS4A02G326400,high,t,TF
AP2/EREBP,TraesCS4A02G395400,high,t,TF
AP2/EREBP,TraesCS4A02G412200,high,t,TF
AP2/EREBP,TraesCS4A02G416000,high,t,TF
AP2/EREBP,TraesCS4A02G433200,high,t,TF
AP2/EREBP,TraesCS4A02G433300,high,t,TF
AP2/EREBP,TraesCS4B02G001900,high,t,TF
AP2/EREBP,TraesCS4B02G002000,high,t,TF
AP2/EREBP,TraesCS4B02G055500,high,t,TF
AP2/EREBP,TraesCS4B02G078700,high,t,TF
AP2/EREBP,TraesCS4B02G088900,high,t,TF
AP2/EREBP,TraesCS4B02G122100,high,t,TF
AP2/EREBP,TraesCS4B02G136400,high,t,TF
AP2/EREBP,TraesCS4B02G180600,high,t,TF
AP2/EREBP,TraesCS4B02G215800,high,t,TF
AP2/EREBP,TraesCS4B02G235900,high,t,TF
AP2/EREBP,TraesCS4B02G268100,high,t,TF
AP2/EREBP,TraesCS4B02G290100,high,t,TF
AP2/EREBP,TraesCS4B02G292900,high,t,TF
AP2/EREBP,TraesCS4B02G299400,high,t,TF
AP2/EREBP,TraesCS4B02G299500,high,t,TF
AP2/EREBP,TraesCS4B02G299600,high,t,TF
AP2/EREBP,TraesCS4B02G299700,high,t,TF
AP2/EREBP,TraesCS4B02G312400,high,t,TF
AP2/EREBP,TraesCS4B02G316800,high,t,TF
AP2/EREBP,TraesCS4B02G325600,high,t,TF
AP2/EREBP,TraesCS4B02G325700,high,t,TF
AP2/EREBP,TraesCS4B02G354400,high,t,TF
AP2/EREBP,TraesCS4D02G001200,high,t,TF
AP2/EREBP,TraesCS4D02G002400,high,t,TF
AP2/EREBP,TraesCS4D02G077500,high,t,TF
AP2/EREBP,TraesCS4D02G087000,high,t,TF
AP2/EREBP,TraesCS4D02G120200,high,t,TF
AP2/EREBP,TraesCS4D02G131200,high,t,TF
AP2/EREBP,TraesCS4D02G182100,high,t,TF
AP2/EREBP,TraesCS4D02G216300,high,t,TF
AP2/EREBP,TraesCS4D02G237300,high,t,TF
AP2/EREBP,TraesCS4D02G267500,high,t,TF
AP2/EREBP,TraesCS4D02G289200,high,t,TF
AP2/EREBP,TraesCS4D02G291300,high,t,TF
AP2/EREBP,TraesCS4D02G298400,high,t,TF
AP2/EREBP,TraesCS4D02G298600,high,t,TF
AP2/EREBP,TraesCS4D02G310000,high,t,TF
AP2/EREBP,TraesCS4D02G313400,high,t,TF
AP2/EREBP,TraesCS4D02G315000,high,t,TF
AP2/EREBP,TraesCS4D02G322500,high,t,TF
AP2/EREBP,TraesCS4D02G322600,high,t,TF
AP2/EREBP,TraesCS4D02G348100,high,t,TF
AP2/EREBP,TraesCS5A02G065400,high,t,TF
AP2/EREBP,TraesCS5A02G071300,high,t,TF
AP2/EREBP,TraesCS5A02G112600,high,t,TF
AP2/EREBP,TraesCS5A02G141700,high,t,TF
AP2/EREBP,TraesCS5A02G174700,high,t,TF
AP2/EREBP,TraesCS5A02G215900,high,t,TF
AP2/EREBP,TraesCS5A02G221600,high,t,TF
AP2/EREBP,TraesCS5A02G238400,high,t,TF
AP2/EREBP,TraesCS5A02G308000,high,t,TF
AP2/EREBP,TraesCS5A02G310000,high,t,TF
AP2/EREBP,TraesCS5A02G310100,high,t,TF
AP2/EREBP,TraesCS5A02G310200,high,t,TF
AP2/EREBP,TraesCS5A02G310400,high,t,TF
AP2/EREBP,TraesCS5A02G310500,high,t,TF
AP2/EREBP,TraesCS5A02G310600,high,t,TF
AP2/EREBP,TraesCS5A02G310700,high,t,TF
AP2/EREBP,TraesCS5A02G310800,high,t,TF
AP2/EREBP,TraesCS5A02G311000,high,t,TF
AP2/EREBP,TraesCS5A02G311100,high,t,TF
AP2/EREBP,TraesCS5A02G311300,high,t,TF
AP2/EREBP,TraesCS5A02G311500,high,t,TF
AP2/EREBP,TraesCS5A02G311600,high,t,TF
AP2/EREBP,TraesCS5A02G311700,high,t,TF
AP2/EREBP,TraesCS5A02G311800,high,t,TF
AP2/EREBP,TraesCS5A02G311900,high,t,TF
AP2/EREBP,TraesCS5A02G312000,high,t,TF
AP2/EREBP,TraesCS5A02G312400,high,t,TF
AP2/EREBP,TraesCS5A02G314600,high,t,TF
AP2/EREBP,TraesCS5A02G405400,high,t,TF
AP2/EREBP,TraesCS5A02G424600,high,t,TF
AP2/EREBP,TraesCS5A02G468800,high,t,TF
AP2/EREBP,TraesCS5A02G473800,high,t,TF
AP2/EREBP,TraesCS5A02G497900,high,t,TF
AP2/EREBP,TraesCS5A02G523700,high,t,TF
AP2/EREBP,TraesCS5B02G072200,high,t,TF
AP2/EREBP,TraesCS5B02G077300,high,t,TF
AP2/EREBP,TraesCS5B02G118200,high,t,TF
AP2/EREBP,TraesCS5B02G193200,high,t,TF
AP2/EREBP,TraesCS5B02G214400,high,t,TF
AP2/EREBP,TraesCS5B02G220400,high,t,TF
AP2/EREBP,TraesCS5B02G236900,high,t,TF
AP2/EREBP,TraesCS5B02G308400,high,t,TF
AP2/EREBP,TraesCS5B02G310800,high,t,TF
AP2/EREBP,TraesCS5B02G311200,high,t,TF
AP2/EREBP,TraesCS5B02G311400,high,t,TF
AP2/EREBP,TraesCS5B02G311500,high,t,TF
AP2/EREBP,TraesCS5B02G311600,high,t,TF
AP2/EREBP,TraesCS5B02G311700,high,t,TF
AP2/EREBP,TraesCS5B02G311900,high,t,TF
AP2/EREBP,TraesCS5B02G312000,high,t,TF
AP2/EREBP,TraesCS5B02G312100,high,t,TF
AP2/EREBP,TraesCS5B02G312200,high,t,TF
AP2/EREBP,TraesCS5B02G312300,high,t,TF
AP2/EREBP,TraesCS5B02G312500,high,t,TF
AP2/EREBP,TraesCS5B02G312700,high,t,TF
AP2/EREBP,TraesCS5B02G312800,high,t,TF
AP2/EREBP,TraesCS5B02G312900,high,t,TF
AP2/EREBP,TraesCS5B02G313000,high,t,TF
AP2/EREBP,TraesCS5B02G313300,high,t,TF
AP2/EREBP,TraesCS5B02G315500,high,t,TF
AP2/EREBP,TraesCS5B02G344200,high,t,TF
AP2/EREBP,TraesCS5B02G410200,high,t,TF
AP2/EREBP,TraesCS5B02G426600,high,t,TF
AP2/EREBP,TraesCS5B02G481300,high,t,TF
AP2/EREBP,TraesCS5B02G565300,high,t,TF
AP2/EREBP,TraesCS5D02G076200,high,t,TF
AP2/EREBP,TraesCS5D02G083500,high,t,TF
AP2/EREBP,TraesCS5D02G129400,high,t,TF
AP2/EREBP,TraesCS5D02G150500,high,t,TF
AP2/EREBP,TraesCS5D02G200900,high,t,TF
AP2/EREBP,TraesCS5D02G223700,high,t,TF
AP2/EREBP,TraesCS5D02G229400,high,t,TF
AP2/EREBP,TraesCS5D02G245300,high,t,TF
AP2/EREBP,TraesCS5D02G314400,high,t,TF
AP2/EREBP,TraesCS5D02G314900,high,t,TF
AP2/EREBP,TraesCS5D02G317000,high,t,TF
AP2/EREBP,TraesCS5D02G317100,high,t,TF
AP2/EREBP,TraesCS5D02G317200,high,t,TF
AP2/EREBP,TraesCS5D02G317300,high,t,TF
AP2/EREBP,TraesCS5D02G317400,high,t,TF
AP2/EREBP,TraesCS5D02G317500,high,t,TF
AP2/EREBP,TraesCS5D02G317700,high,t,TF
AP2/EREBP,TraesCS5D02G317800,high,t,TF
AP2/EREBP,TraesCS5D02G317900,high,t,TF
AP2/EREBP,TraesCS5D02G318000,high,t,TF
AP2/EREBP,TraesCS5D02G318100,high,t,TF
AP2/EREBP,TraesCS5D02G318200,high,t,TF
AP2/EREBP,TraesCS5D02G318300,high,t,TF
AP2/EREBP,TraesCS5D02G318400,high,t,TF
AP2/EREBP,TraesCS5D02G318500,high,t,TF
AP2/EREBP,TraesCS5D02G318600,high,t,TF
AP2/EREBP,TraesCS5D02G318800,high,t,TF
AP2/EREBP,TraesCS5D02G318900,high,t,TF
AP2/EREBP,TraesCS5D02G319200,high,t,TF
AP2/EREBP,TraesCS5D02G320800,high,t,TF
AP2/EREBP,TraesCS5D02G415500,high,t,TF
AP2/EREBP,TraesCS5D02G433100,high,t,TF
AP2/EREBP,TraesCS5D02G481700,high,t,TF
AP2/EREBP,TraesCS5D02G486600,high,t,TF
AP2/EREBP,TraesCS5D02G549200,high,t,TF
AP2/EREBP,TraesCS6A02G097500,high,t,TF
AP2/EREBP,TraesCS6A02G097700,high,t,TF
AP2/EREBP,TraesCS6A02G125700,high,t,TF
AP2/EREBP,TraesCS6A02G131200,high,t,TF
AP2/EREBP,TraesCS6A02G171900,high,t,TF
AP2/EREBP,TraesCS6A02G181400,high,t,TF
AP2/EREBP,TraesCS6A02G186400,high,t,TF
AP2/EREBP,TraesCS6A02G208700,high,t,TF
AP2/EREBP,TraesCS6A02G229500,high,t,TF
AP2/EREBP,TraesCS6A02G235100,high,t,TF
AP2/EREBP,TraesCS6A02G243300,high,t,TF
AP2/EREBP,TraesCS6A02G243500,high,t,TF
AP2/EREBP,TraesCS6A02G250900,high,t,TF
AP2/EREBP,TraesCS6A02G251000,high,t,TF
AP2/EREBP,TraesCS6A02G251100,high,t,TF
AP2/EREBP,TraesCS6A02G256900,high,t,TF
AP2/EREBP,TraesCS6A02G301900,high,t,TF
AP2/EREBP,TraesCS6A02G306300,high,t,TF
AP2/EREBP,TraesCS6A02G319500,high,t,TF
AP2/EREBP,TraesCS6A02G319600,high,t,TF
AP2/EREBP,TraesCS6A02G330500,high,t,TF
AP2/EREBP,TraesCS6A02G340100,high,t,TF
AP2/EREBP,TraesCS6A02G343300,high,t,TF
AP2/EREBP,TraesCS6A02G360300,high,t,TF
AP2/EREBP,TraesCS6A02G381000,high,t,TF
AP2/EREBP,TraesCS6A02G381200,high,t,TF
AP2/EREBP,TraesCS6A02G390700,high,t,TF
AP2/EREBP,TraesCS6B02G069200,high,t,TF
AP2/EREBP,TraesCS6B02G125900,high,t,TF
AP2/EREBP,TraesCS6B02G126600,high,t,TF
AP2/EREBP,TraesCS6B02G126700,high,t,TF
AP2/EREBP,TraesCS6B02G153800,high,t,TF
AP2/EREBP,TraesCS6B02G158500,high,t,TF
AP2/EREBP,TraesCS6B02G158800,high,t,TF
AP2/EREBP,TraesCS6B02G158900,high,t,TF
AP2/EREBP,TraesCS6B02G159000,high,t,TF
AP2/EREBP,TraesCS6B02G159600,high,t,TF
AP2/EREBP,TraesCS6B02G199800,high,t,TF
AP2/EREBP,TraesCS6B02G210300,high,t,TF
AP2/EREBP,TraesCS6B02G218000,high,t,TF
AP2/EREBP,TraesCS6B02G237700,high,t,TF
AP2/EREBP,TraesCS6B02G252000,high,t,TF
AP2/EREBP,TraesCS6B02G263800,high,t,TF
AP2/EREBP,TraesCS6B02G268100,high,t,TF
AP2/EREBP,TraesCS6B02G274200,high,t,TF
AP2/EREBP,TraesCS6B02G274300,high,t,TF
AP2/EREBP,TraesCS6B02G274500,high,t,TF
AP2/EREBP,TraesCS6B02G280800,high,t,TF
AP2/EREBP,TraesCS6B02G281000,high,t,TF
AP2/EREBP,TraesCS6B02G331000,high,t,TF
AP2/EREBP,TraesCS6B02G334700,high,t,TF
AP2/EREBP,TraesCS6B02G350000,high,t,TF
AP2/EREBP,TraesCS6B02G350100,high,t,TF
AP2/EREBP,TraesCS6B02G350400,high,t,TF
AP2/EREBP,TraesCS6B02G361400,high,t,TF
AP2/EREBP,TraesCS6B02G371300,high,t,TF
AP2/EREBP,TraesCS6B02G375400,high,t,TF
AP2/EREBP,TraesCS6B02G393200,high,t,TF
AP2/EREBP,TraesCS6B02G420100,high,t,TF
AP2/EREBP,TraesCS6B02G431100,high,t,TF
AP2/EREBP,TraesCS6D02G084200,high,t,TF
AP2/EREBP,TraesCS6D02G084900,high,t,TF
AP2/EREBP,TraesCS6D02G085000,high,t,TF
AP2/EREBP,TraesCS6D02G120100,high,t,TF
AP2/EREBP,TraesCS6D02G120200,high,t,TF
AP2/EREBP,TraesCS6D02G121100,high,t,TF
AP2/EREBP,TraesCS6D02G161300,high,t,TF
AP2/EREBP,TraesCS6D02G173500,high,t,TF
AP2/EREBP,TraesCS6D02G192200,high,t,TF
AP2/EREBP,TraesCS6D02G205300,high,t,TF
AP2/EREBP,TraesCS6D02G217800,high,t,TF
AP2/EREBP,TraesCS6D02G225500,high,t,TF
AP2/EREBP,TraesCS6D02G225700,high,t,TF
AP2/EREBP,TraesCS6D02G232700,high,t,TF
AP2/EREBP,TraesCS6D02G232800,high,t,TF
AP2/EREBP,TraesCS6D02G238200,high,t,TF
AP2/EREBP,TraesCS6D02G281200,high,t,TF
AP2/EREBP,TraesCS6D02G285400,high,t,TF
AP2/EREBP,TraesCS6D02G298700,high,t,TF
AP2/EREBP,TraesCS6D02G298800,high,t,TF
AP2/EREBP,TraesCS6D02G299000,high,t,TF
AP2/EREBP,TraesCS6D02G299100,high,t,TF
AP2/EREBP,TraesCS6D02G309600,high,t,TF
AP2/EREBP,TraesCS6D02G320700,high,t,TF
AP2/EREBP,TraesCS6D02G324200,high,t,TF
AP2/EREBP,TraesCS6D02G343800,high,t,TF
AP2/EREBP,TraesCS6D02G365800,high,t,TF
AP2/EREBP,TraesCS6D02G366100,high,t,TF
AP2/EREBP,TraesCS6D02G377000,high,t,TF
AP2/EREBP,TraesCS7A02G057700,high,t,TF
AP2/EREBP,TraesCS7A02G057800,high,t,TF
AP2/EREBP,TraesCS7A02G095100,high,t,TF
AP2/EREBP,TraesCS7A02G120100,high,t,TF
AP2/EREBP,TraesCS7A02G128800,high,t,TF
AP2/EREBP,TraesCS7A02G145800,high,t,TF
AP2/EREBP,TraesCS7A02G158000,high,t,TF
AP2/EREBP,TraesCS7A02G169300,high,t,TF
AP2/EREBP,TraesCS7A02G180900,high,t,TF
AP2/EREBP,TraesCS7A02G250800,high,t,TF
AP2/EREBP,TraesCS7A02G250900,high,t,TF
AP2/EREBP,TraesCS7A02G264100,high,t,TF
AP2/EREBP,TraesCS7A02G292900,high,t,TF
AP2/EREBP,TraesCS7A02G355500,high,t,TF
AP2/EREBP,TraesCS7A02G376300,high,t,TF
AP2/EREBP,TraesCS7A02G377400,high,t,TF
AP2/EREBP,TraesCS7A02G436400,high,t,TF
AP2/EREBP,TraesCS7A02G495800,high,t,TF
AP2/EREBP,TraesCS7B02G018400,high,t,TF
AP2/EREBP,TraesCS7B02G028700,high,t,TF
AP2/EREBP,TraesCS7B02G048100,high,t,TF
AP2/EREBP,TraesCS7B02G062200,high,t,TF
AP2/EREBP,TraesCS7B02G074500,high,t,TF
AP2/EREBP,TraesCS7B02G085900,high,t,TF
AP2/EREBP,TraesCS7B02G140200,high,t,TF
AP2/EREBP,TraesCS7B02G140300,high,t,TF
AP2/EREBP,TraesCS7B02G162100,high,t,TF
AP2/EREBP,TraesCS7B02G186900,high,t,TF
AP2/EREBP,TraesCS7B02G272300,high,t,TF
AP2/EREBP,TraesCS7B02G277800,high,t,TF
AP2/EREBP,TraesCS7B02G283900,high,t,TF
AP2/EREBP,TraesCS7B02G335700,high,t,TF
AP2/EREBP,TraesCS7B02G401400,high,t,TF
AP2/EREBP,TraesCS7B02G440400,high,t,TF
AP2/EREBP,TraesCS7D02G031300,high,t,TF
AP2/EREBP,TraesCS7D02G052400,high,t,TF
AP2/EREBP,TraesCS7D02G052500,high,t,TF
AP2/EREBP,TraesCS7D02G052600,high,t,TF
AP2/EREBP,TraesCS7D02G091100,high,t,TF
AP2/EREBP,TraesCS7D02G118000,high,t,TF
AP2/EREBP,TraesCS7D02G127600,high,t,TF
AP2/EREBP,TraesCS7D02G147100,high,t,TF
AP2/EREBP,TraesCS7D02G147200,high,t,TF
AP2/EREBP,TraesCS7D02G158500,high,t,TF
AP2/EREBP,TraesCS7D02G170600,high,t,TF
AP2/EREBP,TraesCS7D02G182700,high,t,TF
AP2/EREBP,TraesCS7D02G250700,high,t,TF
AP2/EREBP,TraesCS7D02G250800,high,t,TF
AP2/EREBP,TraesCS7D02G265000,high,t,TF
AP2/EREBP,TraesCS7D02G292500,high,t,TF
AP2/EREBP,TraesCS7D02G367500,high,t,TF
AP2/EREBP,TraesCS7D02G372700,high,t,TF
AP2/EREBP,TraesCS7D02G373700,high,t,TF
AP2/EREBP,TraesCS7D02G378200,high,t,TF
AP2/EREBP,TraesCS7D02G426700,high,t,TF
AP2/EREBP,TraesCS7D02G469200,high,t,TF
AP2/EREBP,TraesCS7D02G483200,high,t,TF
AP2/EREBP,TraesCS7D02G512600,high,t,TF
AP2/EREBP,TraesCSU01G179500,high,t,TF
AP2/EREBP,TraesCSU01G183700,high,t,TF
AP2/EREBP,TraesCSU01G227200,high,t,TF
ARF,TraesCS1A02G156600,high,t,TF
ARF,TraesCS1A02G334900,high,t,TF
ARF,TraesCS1A02G396400,high,t,TF
ARF,TraesCS1B02G173700,high,t,TF
ARF,TraesCS1B02G347900,high,t,TF
ARF,TraesCS1B02G424700,high,t,TF
ARF,TraesCS1D02G155100,high,t,TF
ARF,TraesCS1D02G337400,high,t,TF
ARF,TraesCS1D02G404400,high,t,TF
ARF,TraesCS2A02G251300,high,t,TF
ARF,TraesCS2A02G309300,high,t,TF
ARF,TraesCS2A02G380300,high,t,TF
ARF,TraesCS2A02G491000,high,t,TF
ARF,TraesCS2A02G547800,high,t,TF
ARF,TraesCS2A02G567300,high,t,TF
ARF,TraesCS2B02G326400,high,t,TF
ARF,TraesCS2B02G397300,high,t,TF
ARF,TraesCS2B02G519200,high,t,TF
ARF,TraesCS2B02G578500,high,t,TF
ARF,TraesCS2D02G307600,high,t,TF
ARF,TraesCS2D02G376600,high,t,TF
ARF,TraesCS2D02G491200,high,t,TF
ARF,TraesCS2D02G548900,high,t,TF
ARF,TraesCS2D02G577800,high,t,TF
ARF,TraesCS3A02G159200,high,t,TF
ARF,TraesCS3A02G246000,high,t,TF
ARF,TraesCS3A02G292400,high,t,TF
ARF,TraesCS3A02G442000,high,t,TF
ARF,TraesCS3A02G449300,high,t,TF
ARF,TraesCS3B02G190100,high,t,TF
ARF,TraesCS3B02G273400,high,t,TF
ARF,TraesCS3B02G327000,high,t,TF
ARF,TraesCS3B02G475800,high,t,TF
ARF,TraesCS3B02G486000,high,t,TF
ARF,TraesCS3D02G166700,high,t,TF
ARF,TraesCS3D02G245400,high,t,TF
ARF,TraesCS3D02G292100,high,t,TF
ARF,TraesCS3D02G434700,high,t,TF
ARF,TraesCS3D02G442000,high,t,TF
ARF,TraesCS5A02G038300,high,t,TF
ARF,TraesCS5B02G039800,high,t,TF
ARF,TraesCS5D02G045700,high,t,TF
ARF,TraesCS6A02G113000,high,t,TF
ARF,TraesCS6A02G138600,high,t,TF
ARF,TraesCS6A02G222300,high,t,TF
ARF,TraesCS6B02G141300,high,t,TF
ARF,TraesCS6B02G167100,high,t,TF
ARF,TraesCS6B02G258800,high,t,TF
ARF,TraesCS6D02G102300,high,t,TF
ARF,TraesCS6D02G127600,high,t,TF
ARF,TraesCS6D02G212700,high,t,TF
ARF,TraesCS7A02G160800,high,t,TF
ARF,TraesCS7A02G252000,high,t,TF
ARF,TraesCS7A02G416400,high,t,TF
ARF,TraesCS7A02G446900,high,t,TF
ARF,TraesCS7A02G461700,high,t,TF
ARF,TraesCS7A02G475600,high,t,TF
ARF,TraesCS7A02G475700,high,t,TF
ARF,TraesCS7B02G065800,high,t,TF
ARF,TraesCS7B02G138900,high,t,TF
ARF,TraesCS7B02G316600,high,t,TF
ARF,TraesCS7B02G346700,high,t,TF
ARF,TraesCS7B02G363100,high,t,TF
ARF,TraesCS7D02G161900,high,t,TF
ARF,TraesCS7D02G250100,high,t,TF
ARF,TraesCS7D02G409700,high,t,TF
ARF,TraesCS7D02G436800,high,t,TF
ARF,TraesCS7D02G449900,high,t,TF
ARF,TraesCS7D02G463000,high,t,TF
ARID,TraesCS2A02G240000,high,t,TF
ARID,TraesCS2B02G260300,high,t,TF
ARID,TraesCS2D02G245500,high,t,TF
ARID,TraesCS5A02G216100,high,t,TF
ARID,TraesCS5B02G214600,high,t,TF
ARID,TraesCS5D02G224100,high,t,TF
ARID,TraesCS6A02G189700,high,t,TF
ARID,TraesCS6A02G279200,high,t,TF
ARID,TraesCS6B02G218500,high,t,TF
ARID,TraesCS6B02G308000,high,t,TF
ARID,TraesCS6D02G180000,high,t,TF
ARID,TraesCS6D02G259600,high,t,TF
ARID,TraesCS7A02G566000,high,t,TF
AS2/LOB,TraesCS1A02G062200,high,t,TF
AS2/LOB,TraesCS1A02G111700,high,t,TF
AS2/LOB,TraesCS1A02G222300,high,t,TF
AS2/LOB,TraesCS1A02G260000,high,t,TF
AS2/LOB,TraesCS1B02G080600,high,t,TF
AS2/LOB,TraesCS1B02G131900,high,t,TF
AS2/LOB,TraesCS1B02G235700,high,t,TF
AS2/LOB,TraesCS1B02G270400,high,t,TF
AS2/LOB,TraesCS1D02G110300,high,t,TF
AS2/LOB,TraesCS1D02G113100,high,t,TF
AS2/LOB,TraesCS1D02G224000,high,t,TF
AS2/LOB,TraesCS1D02G259900,high,t,TF
AS2/LOB,TraesCS2A02G194500,high,t,TF
AS2/LOB,TraesCS2A02G271300,high,t,TF
AS2/LOB,TraesCS2B02G212400,high,t,TF
AS2/LOB,TraesCS2B02G289800,high,t,TF
AS2/LOB,TraesCS2D02G008400,high,t,TF
AS2/LOB,TraesCS2D02G193400,high,t,TF
AS2/LOB,TraesCS2D02G270100,high,t,TF
AS2/LOB,TraesCS3A02G093200,high,t,TF
AS2/LOB,TraesCS3A02G170500,high,t,TF
AS2/LOB,TraesCS3A02G205500,high,t,TF
AS2/LOB,TraesCS3A02G295100,high,t,TF
AS2/LOB,TraesCS3A02G346300,high,t,TF
AS2/LOB,TraesCS3A02G402300,high,t,TF
AS2/LOB,TraesCS3A02G492000,high,t,TF
AS2/LOB,TraesCS3B02G106900,high,t,TF
AS2/LOB,TraesCS3B02G108500,high,t,TF
AS2/LOB,TraesCS3B02G196100,high,t,TF
AS2/LOB,TraesCS3B02G378100,high,t,TF
AS2/LOB,TraesCS3B02G435700,high,t,TF
AS2/LOB,TraesCS3B02G553000,high,t,TF
AS2/LOB,TraesCS3D02G091700,high,t,TF
AS2/LOB,TraesCS3D02G093500,high,t,TF
AS2/LOB,TraesCS3D02G308000,high,t,TF
AS2/LOB,TraesCS3D02G340000,high,t,TF
AS2/LOB,TraesCS3D02G397200,high,t,TF
AS2/LOB,TraesCS3D02G498100,high,t,TF
AS2/LOB,TraesCS4A02G067300,high,t,TF
AS2/LOB,TraesCS4A02G107300,high,t,TF
AS2/LOB,TraesCS4A02G235100,high,t,TF
AS2/LOB,TraesCS4A02G236200,high,t,TF
AS2/LOB,TraesCS4A02G297500,high,t,TF
AS2/LOB,TraesCS4A02G312500,high,t,TF
AS2/LOB,TraesCS4A02G415300,high,t,TF
AS2/LOB,TraesCS4A02G415400,high,t,TF
AS2/LOB,TraesCS4B02G001200,high,t,TF
AS2/LOB,TraesCS4B02G016200,high,t,TF
AS2/LOB,TraesCS4B02G078800,high,t,TF
AS2/LOB,TraesCS4B02G079900,high,t,TF
AS2/LOB,TraesCS4B02G197100,high,t,TF
AS2/LOB,TraesCS4B02G224600,high,t,TF
AS2/LOB,TraesCS4B02G316100,high,t,TF
AS2/LOB,TraesCS4B02G316200,high,t,TF
AS2/LOB,TraesCS4B02G346500,high,t,TF
AS2/LOB,TraesCS4B02G361100,high,t,TF
AS2/LOB,TraesCS4B02G361200,high,t,TF
AS2/LOB,TraesCS4D02G001700,high,t,TF
AS2/LOB,TraesCS4D02G014600,high,t,TF
AS2/LOB,TraesCS4D02G077600,high,t,TF
AS2/LOB,TraesCS4D02G078800,high,t,TF
AS2/LOB,TraesCS4D02G197400,high,t,TF
AS2/LOB,TraesCS4D02G225200,high,t,TF
AS2/LOB,TraesCS4D02G312700,high,t,TF
AS2/LOB,TraesCS4D02G312800,high,t,TF
AS2/LOB,TraesCS4D02G341500,high,t,TF
AS2/LOB,TraesCS4D02G354100,high,t,TF
AS2/LOB,TraesCS4D02G354200,high,t,TF
AS2/LOB,TraesCS5A02G152200,high,t,TF
AS2/LOB,TraesCS5A02G191900,high,t,TF
AS2/LOB,TraesCS5A02G284000,high,t,TF
AS2/LOB,TraesCS5A02G515300,high,t,TF
AS2/LOB,TraesCS5A02G529300,high,t,TF
AS2/LOB,TraesCS5A02G529400,high,t,TF
AS2/LOB,TraesCS5B02G150800,high,t,TF
AS2/LOB,TraesCS5B02G191200,high,t,TF
AS2/LOB,TraesCS5B02G282700,high,t,TF
AS2/LOB,TraesCS5D02G157400,high,t,TF
AS2/LOB,TraesCS5D02G199000,high,t,TF
AS2/LOB,TraesCS5D02G291300,high,t,TF
AS2/LOB,TraesCS6A02G053700,high,t,TF
AS2/LOB,TraesCS6A02G398400,high,t,TF
AS2/LOB,TraesCS6B02G072200,high,t,TF
AS2/LOB,TraesCS6B02G438700,high,t,TF
AS2/LOB,TraesCS6D02G382600,high,t,TF
AS2/LOB,TraesCS7A02G066100,high,t,TF
AS2/LOB,TraesCS7A02G228900,high,t,TF
AS2/LOB,TraesCS7B02G195100,high,t,TF
AS2/LOB,TraesCS7D02G229900,high,t,TF
AS2/LOB,TraesCSU01G132900,high,t,TF
